Segmento,Estado,Regiao,IDSubcategoriaProduto,QuantidadeItens,Data,Pais,Nome Estado
Grande Varejista,GO,Centro-Oeste,603,10,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,10,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,10,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,501,14,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,502,7,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,32,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,32,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,32,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,32,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,12,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,12,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,12,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,401,54,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,402,54,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,403,27,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,6,"Monday, August 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,6,"Monday, August 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,6,"Monday, August 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,6,"Monday, August 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,6,"Thursday, September 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,6,"Thursday, September 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,6,"Thursday, September 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,6,"Thursday, September 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,6,"Saturday, October 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,6,"Saturday, October 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,6,"Saturday, October 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,6,"Saturday, October 1, 2022",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,403,6,"Wednesday, February 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,6,"Wednesday, February 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,6,"Wednesday, February 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,6,"Wednesday, February 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,203,6,"Wednesday, February 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,403,6,"Wednesday, March 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,203,6,"Wednesday, March 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,6,"Wednesday, March 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,6,"Wednesday, March 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,6,"Wednesday, March 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,203,6,"Saturday, April 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,6,"Saturday, April 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,6,"Saturday, April 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,6,"Saturday, April 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,403,6,"Saturday, April 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Monday, May 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Monday, May 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Monday, May 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Thursday, June 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Thursday, June 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Thursday, June 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Saturday, July 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Saturday, July 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Saturday, July 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,403,6,"Tuesday, August 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,403,6,"Friday, September 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,403,6,"Sunday, October 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Wednesday, November 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Wednesday, November 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Wednesday, November 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Friday, December 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Friday, December 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Friday, December 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Monday, January 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Monday, January 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Monday, January 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,802,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,803,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,804,6,"Thursday, February 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,802,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,803,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,804,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,6,"Friday, March 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,301,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,302,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,304,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,802,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,803,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,804,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,6,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,303,6,"Friday, November 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,303,6,"Sunday, December 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Wednesday, February 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Wednesday, February 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Wednesday, February 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Wednesday, February 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Wednesday, February 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Wednesday, February 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Wednesday, March 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Wednesday, March 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Wednesday, March 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Wednesday, March 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Wednesday, March 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Wednesday, March 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Saturday, April 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Saturday, April 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Saturday, April 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Saturday, April 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Saturday, April 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Saturday, April 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Monday, May 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Monday, May 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Monday, May 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Monday, May 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Monday, May 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Monday, May 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Thursday, June 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Thursday, June 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Thursday, June 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Thursday, June 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Thursday, June 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Thursday, June 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Saturday, July 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Saturday, July 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Saturday, July 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Saturday, July 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Saturday, July 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Saturday, July 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Tuesday, August 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Tuesday, August 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Tuesday, August 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Tuesday, August 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Tuesday, August 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Tuesday, August 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Friday, September 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Friday, September 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Friday, September 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Friday, September 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Friday, September 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Friday, September 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Sunday, October 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Sunday, October 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Sunday, October 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Sunday, October 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Sunday, October 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Sunday, October 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Wednesday, November 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Wednesday, November 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Wednesday, November 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Wednesday, November 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,801,16,"Wednesday, November 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Wednesday, November 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Wednesday, November 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Friday, December 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Friday, December 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Friday, December 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Friday, December 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,801,16,"Friday, December 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,401,16,"Friday, December 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,402,16,"Friday, December 1, 2023",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,203,16,"Thursday, February 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,203,16,"Friday, March 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Wednesday, May 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Wednesday, May 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Wednesday, May 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Wednesday, May 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,201,16,"Saturday, June 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,202,16,"Saturday, June 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,204,16,"Saturday, June 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,205,16,"Saturday, June 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,603,16,"Thursday, August 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,604,16,"Thursday, August 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,605,16,"Thursday, August 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,801,16,"Thursday, August 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,603,16,"Sunday, September 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,604,16,"Sunday, September 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,605,16,"Sunday, September 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,801,16,"Sunday, September 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,801,16,"Tuesday, October 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,501,16,"Friday, November 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,801,16,"Friday, November 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,501,16,"Sunday, December 1, 2024",Brazil,Goias
Loja Especializada,GO,Centro-Oeste,801,16,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Wednesday, February 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Wednesday, March 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Saturday, April 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Wednesday, November 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,16,"Wednesday, November 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,16,"Wednesday, November 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,16,"Wednesday, November 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,16,"Wednesday, November 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Friday, December 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,16,"Friday, December 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,16,"Friday, December 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,16,"Friday, December 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,16,"Friday, December 1, 2023",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,16,"Monday, January 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,16,"Monday, January 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,16,"Monday, January 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,16,"Monday, January 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Monday, January 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,801,16,"Thursday, February 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,801,16,"Monday, April 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,16,"Wednesday, May 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,16,"Wednesday, May 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,16,"Wednesday, May 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,16,"Wednesday, May 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,603,16,"Saturday, June 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,604,16,"Saturday, June 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,605,16,"Saturday, June 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,801,16,"Saturday, June 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,16,"Saturday, June 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,16,"Saturday, June 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,16,"Saturday, June 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,16,"Saturday, June 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,801,16,"Monday, July 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,201,16,"Monday, July 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,202,16,"Monday, July 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,204,16,"Monday, July 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,205,16,"Monday, July 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,401,16,"Thursday, August 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,402,16,"Thursday, August 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Thursday, August 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,16,"Thursday, August 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,16,"Thursday, August 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,16,"Thursday, August 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,201,16,"Sunday, September 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,202,16,"Sunday, September 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,204,16,"Sunday, September 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,205,16,"Sunday, September 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,201,16,"Sunday, September 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,202,16,"Sunday, September 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,204,16,"Sunday, September 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,205,16,"Sunday, September 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,403,16,"Sunday, September 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Sunday, September 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,16,"Sunday, September 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,16,"Sunday, September 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,16,"Sunday, September 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,201,16,"Tuesday, October 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,202,16,"Tuesday, October 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,204,16,"Tuesday, October 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,205,16,"Tuesday, October 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Tuesday, October 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,603,16,"Tuesday, October 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,604,16,"Tuesday, October 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,605,16,"Tuesday, October 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,401,16,"Tuesday, October 1, 2024",Brazil,Goias
Academia de Tênis,GO,Centro-Oeste,402,16,"Tuesday, October 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,203,16,"Friday, November 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Friday, November 1, 2024",Brazil,Goias
Distribuidor Atacadista,GO,Centro-Oeste,801,16,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,203,16,"Sunday, December 1, 2024",Brazil,Goias
Grande Varejista,GO,Centro-Oeste,801,16,"Sunday, December 1, 2024",Brazil,Goias
Loja Especializada,AM,Norte,203,2,"Friday, July 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,601,1,"Friday, July 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,602,1,"Friday, July 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,603,1,"Friday, July 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,201,16,"Monday, August 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,202,16,"Monday, August 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,204,16,"Monday, August 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,205,16,"Monday, August 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,201,16,"Thursday, September 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,202,16,"Thursday, September 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,204,16,"Thursday, September 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,205,16,"Thursday, September 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,201,14,"Saturday, October 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,202,14,"Saturday, October 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,203,6,"Saturday, October 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,204,12,"Saturday, October 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,205,12,"Saturday, October 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,401,2,"Saturday, October 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,402,2,"Saturday, October 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,403,1,"Saturday, October 1, 2022",Brazil,Amazonas
Loja Especializada,AM,Norte,401,12,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,402,12,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,403,6,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,603,5,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,201,12,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,202,12,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,604,2,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,605,1,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,801,7,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,203,3,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,204,6,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,205,6,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,301,2,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,302,1,"Sunday, January 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,201,24,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,202,24,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,203,12,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,204,24,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,205,24,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,801,28,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,401,24,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,402,24,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,403,12,"Wednesday, February 1, 2023",Brazil,Amazonas
Loja Especializada,AM,Norte,401,24,"Wednesday, March 1, 2023",Brazil,Amazonas
